UserTags,TimeStamps,Tweets,Replies,Retweets,Likes
"Black Lives Matter (BLM)
@Blklivesmatter
·
Sep 6, 2024",2024-09-06T06:04:37.000Z,"A Miami judge just let cops off the hook for cracking LaToya Ratlieff’s skull while she was peacefully protesting at a 2020 Black Lives Matter rally. 

They shot her in the face with a foam bullet, and now they will not face any accountability. Why? Because of “qualified",56,119,189
"Black Lives Matter (BLM)
@Blklivesmatter
·
Sep 4, 2024",2024-09-04T11:16:06.000Z,Fox News: committed to taking their viewers off the cliff of reason and straight into the abyss of racism.,35,13,37
"Black Lives Matter (BLM)
@Blklivesmatter
·
Sep 4, 2024",2024-09-04T10:36:54.000Z,,1,7,73
"Auon’tai M. Anderson
@AuontaiAnderson
·
Sep 4, 2024",2024-09-04T01:58:30.000Z,"Today, I attended a press conference at the apartment complexes where national and local media have falsely reported that gangs have taken over. 

Instead, we heard from residents who debunked this narrative and called out the slumlord responsible for forcing them to live in",3,11K,37K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Sep 3, 2024",2024-09-03T17:23:43.000Z,"Judge issues preliminary injunction on Trump campaign use of the song ‘Hold On, I’m Coming’

Thank you 
@IsaacHayes3
 for protecting Black music.",12,13,35
"Black Lives Matter (BLM)
@Blklivesmatter
·
Sep 3, 2024",2024-09-03T17:17:49.000Z,ok but WHERE DO WE SIGN UP TO BE A STUDENT ,7,5,22
"Black Lives Matter (BLM)
@Blklivesmatter
·
Sep 3, 2024",2024-09-03T16:12:07.000Z,,6,19,75
"Nina Turner
@ninaturner
·
Sep 3, 2024",2024-09-03T15:48:45.000Z,"The blueprint to building power in America was drawn by Black liberationists and it’s not limited to electoral politics.

Today, the movement that centers Black liberation will be the movement that makes progress in this country.",26,35,127
"Alex Vitale
@avitale
·
Sep 3, 2024",2024-09-03T15:59:28.000Z,School police do not keep our kids safe.,3,90,222
"Black Lives Matter (BLM)
@Blklivesmatter
·
Sep 2, 2024",2024-09-02T04:38:58.000Z,Did you even try visiting our website or did you just think it was cool to jump on the “release the funds” bandwagon yesterday?,34,12,46
"Black Lives Matter (BLM)
@Blklivesmatter
·
Sep 2, 2024",2024-09-01T22:42:50.000Z,we didn’t think calling for human rights would break the internet,303,273,2.3K
"The Associated Press
@AP
·
Aug 30, 2024",2024-08-30T09:40:04.000Z,"10 years after Ferguson, Black students still are kicked out of school at higher rates",1.7K,533,660
"Ahmed Fouad Alkhatib
@afalkhatib
·
Sep 1, 2024",2024-08-31T23:47:05.000Z,"It shouldn't be controversial to acknowledge that Israeli hostages still held by Hamas should be released & should have never been held this long. I'm glad that Black Lives Matter, which also called for a ceasefire and disarming Bibi's regime, has taken a stance to distance",146,299,2K
"BET
@BET
·
Aug 31, 2024",2024-08-31T15:13:29.000Z,"Rest in Power, Isaac Freeman II aka Fatman Scoop. 

Your booming voice, infectious energy, and legendary presence brought joy and hype to every beat you touched. Thank you for sharing your light with the world and leaving an unforgettable mark on hip-hop and music culture.",71,1.3K,3.1K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 31, 2024",2024-08-31T13:42:11.000Z,"If you are calling for a ceasefire deal or an arms embargo but are upset by any of the tweets below, which have been part of the discussions and frameworks being negotiated, you aren’t serious about ending the violence.",1K,1.1K,1.7K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 31, 2024",2024-08-31T12:34:15.000Z,United States: disarm Benjamin Netanyahu and defund the illegal military occupation.,167,192,885
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 31, 2024",2024-08-31T12:16:49.000Z,Israel: stop murdering Palestinians.,139,342,1.7K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 31, 2024",2024-08-31T11:43:27.000Z,"Coco Gauff 

Frances Tiafoe 

Let’s goooo ",4,12,109
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 31, 2024",2024-08-31T10:46:14.000Z,Hamas: release the hostages.,3.9K,6.5K,13K
"Aesthetics
@aestheticspost_
·
Aug 30, 2024",2024-08-30T05:50:00.000Z,Arches National Park in Utah,646,11K,130K
"Rossana Rodriguez
@RossanaFor33
·
Aug 31, 2024",2024-08-30T22:24:56.000Z,It’s Fred Hampton’s birthday today and a reminder that solidarity and class struggle are the only way out. We need each other. Thank you Chairman for the revolutionary map. Happy heavenly birthday.,30,396,1.9K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 29, 2024",2024-08-29T20:05:08.000Z,BLM: “BOOOOOOOOOO”,18,4,58
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 29, 2024",2024-08-29T17:53:47.000Z,"""BLM, Period"" | 90x60

Acrylic on Canvas

Live painted at/for the 
@blklivesmatter
 booth during Invest Fest by 
@PetieParker",4,5,23
"Keith Boykin
@keithboykin
·
Aug 28, 2024",2024-08-28T00:35:07.000Z,Wow! Voter registration is up 175 percent among young Black women.,310,2K,8K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 28, 2024",2024-08-28T15:35:08.000Z,"Black Lives Matter proudly awarded Elaine Brown $1 million to support the development of this 100% affordable housing community in West Oakland, along with the Black-owned businesses that will help the community thrive.",11,14,34
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 28, 2024",2024-08-28T10:39:40.000Z,It’s honestly just pure comedy at this point. ,26,9,62
"Alex Burness
@alex_burness
·
Aug 26, 2024",2024-08-26T18:23:02.000Z,"I cover felony disenfranchisement around the U.S., and have rarely seen something so shocking as what's happening now in Nebraska: 2 state officials overruling lawmakers to rescind the voting rights of tens of thousands of people, weeks before an election.",124,3.1K,4K
"Dapo.
@Dxpo_
·
Aug 26, 2024",2024-08-26T10:53:01.000Z,This is one of the most striking tweets about poverty.,751,65K,269K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 25, 2024",2024-08-25T13:25:14.000Z,A new study finds members of the United States Congress whose families once owned slaves are substantially wealthier than those whose families did not.,32,28,48
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 24, 2024",2024-08-24T20:51:34.000Z,Spoken like a true narcissist,8,3,32
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 24, 2024",2024-08-24T18:20:12.000Z,"This week, 
@TheDemocrats
 gave a primetime speaking slot to a sheriff—a representative of the very institution that took Sonya Massey’s life just one month ago when she called 911 for help. 

To make it worse, 
@KamalaHarris
 chose to stay silent on police violence and",37,28,99
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 24, 2024",2024-08-24T14:53:21.000Z,"Invest Fest x Black Lives Matter 

Meet and Greet",3,4,17
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 24, 2024",2024-08-24T11:33:16.000Z,A new Nigeria ,1,,8
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 23, 2024",2024-08-23T07:10:01.000Z,"If we wanted to see cops, Republicans, and hear about the military-industrial complex, we would have watched the RNC",76,269,1.3K
"onion person
@CantEverDie
·
Aug 23, 2024",2024-08-23T01:57:22.000Z,watching democrats heavily lean into talking about crime and being pro police and border control rhetoric me with rage brighter than the sun it’s going to consume me,81,936,9.1K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 23, 2024",2024-08-23T07:00:28.000Z,Or a Palestinian could have talked about their community’s suffering.,23,82,557
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 23, 2024",2024-08-23T06:56:59.000Z,We weren’t either. https://t.co/qy38mMx0mz,1,,41
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 23, 2024",2024-08-23T06:20:28.000Z,they had a sheriff on stage talking about the 2020 uprisings,14,13,74
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 23, 2024",2024-08-22T21:04:46.000Z,"This is the speech that Palestinian-American Representative Ruwa Romman wanted to give at the DNC convention, but 
@TheDemocrats
, led by 
@KamalaHarris
, are refusing to allow it.

We appreciate her powerful nod to Mama Fannie Lou Hamer: ‘Remember Fannie Lou Hamer—shunned for her",2,11,47
"Dr. Allison Wiltz
@queenie4rmnola
·
Aug 17, 2024",2024-08-17T15:44:39.000Z,"Black people do not have to respectfully disagree with racists. We can disrespectfully disagree, too",574,4.5K,19K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 22, 2024",2024-08-22T10:49:32.000Z,not you finding random Black people and calling them obamas neighbors ,25,14,94
"Christopher C. Cuomo
@ChrisCuomo
·
Aug 22, 2024",2024-08-22T02:05:55.000Z,There is a reality at the DNC that is the same as the RNC. And what makes the parties the same should worry you the most and must change.,1.5K,3.8K,13K
"Mohammed Khader
@MohammedKhaderr
·
Aug 22, 2024",2024-08-22T05:03:04.000Z,"I am Black Mississippian and a Palestinian. My grandfather’s brother contributed to the movement for civil rights, which led to 1964. I’m contributing to the movement for Palestinian rights, which led to 2024.

The DNC continues to exclude voices that must be centered and heard. https://t.co/NyWHRLzQk8",,1.7K,7.7K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 20, 2024",2024-08-20T06:34:10.000Z,Shirley Chisholm ,3,18,59
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 20, 2024",2024-08-20T06:24:30.000Z,Your website does not have a policy page.,21,9,77
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 20, 2024",2024-08-20T05:15:50.000Z,"Thank you, 
@JasmineForUS
, for keeping Breonna Taylor’s name alive tonight. By remembering her, you reminded the world that her life was precious, and we won’t rest until the police are stripped of their power to take our loved ones from us.

#SayHerName",8,28,128
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 20, 2024",2024-08-20T05:28:26.000Z,Black Bright Breathtaking Blazing Beacon,4,7,42
"Alex Cole
@acnewsitics
·
Aug 20, 2024",2024-08-20T03:29:52.000Z,"Biden embraced his daughter after her speech introducing him.

Trump ignored his.",1.6K,7.9K,35K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 20, 2024",2024-08-20T04:42:08.000Z,one of the comments said Madame Back Stabber ,7,7,56
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 20, 2024",2024-08-20T04:05:35.000Z,Palestinians have the right to freedom and self-determination.,235,142,588
"Uncommitted National Movement
@uncommittedmvmt
·
Aug 20, 2024",2024-08-19T21:59:09.000Z,"“We want to be proud of this party — we want to see Kamala Harris turn the page. We want to be excited, and we want to be knocking on those doors. So please, help us help you.” - Ceasefire Delegate 
@Lilian4StateRep
.",54,243,746
"Nicole Shanahan
@NicoleShanahan
·
Aug 20, 2024",2024-08-19T21:00:04.000Z,"Once you push through the fear of being “canceled” and realize that you are fully capable of standing up and defending a thoughtful position, finding inner peace becomes much easier.",86,306,2.2K
"Legal Defense Fund
@NAACP_LDF
·
Aug 15, 2024",2024-08-15T13:42:05.000Z,"Black farmers have long faced systemic discrimination by public and private institutions and barriers to economic mobility. 

Our FAQ explores the history of Black farmers and current efforts to support them.  
https://naacpldf.org/case-issue/black-farmers-faq/…",9,104,191
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 15, 2024",2024-08-15T15:15:11.000Z,Code switching ,7,11,39
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 15, 2024",2024-08-15T05:56:17.000Z,Antisemitism has no place in our collective struggle for liberation.,12,17,75
"Greg Carr
@AfricanaCarr
·
Aug 14, 2024",2024-08-14T12:30:43.000Z,"Let’s be clear: The White Nationalist Party’s major strategy for “winning” November’s US Presidential election is founded in voter suppression.  

Check your voter registration.
Check your voter registration.
Check your voter registration.

Ignore polls and pundits. 

Check.",72,740,1.2K
"Don’t Boo…Revolt!
@BreeNewsome
·
Aug 14, 2024",2024-08-14T18:26:31.000Z,"The “defund police, refund communities” issue framing is so relevant & potent right now that the establishment won’t even risk using it as a pre-fabricated excuse for any possible electoral losses lol",11,66,278
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 14, 2024",2024-08-14T20:20:23.000Z,We are proud of you!,2,5,39
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 14, 2024",2024-08-14T20:19:17.000Z,Ain’t no wayyy ,1,7,65
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 14, 2024",2024-08-14T15:55:07.000Z,"We commemorate Black August by fasting, studying, training, and reflecting on the sacrifices made by our ancestors— especially in the prison system.",8,5,27
"Isaac Hayes III
@IsaacHayes3
·
Aug 13, 2024",2024-08-13T13:28:09.000Z,"It took 56 years to regain ownership of my father’s musical compositions and now they’re being violated by 
@realDonaldTrump
 as soon as they’ve been reacquired. 

I’m passionate about ownership of intellectual property and content for all people. The infringement will stop. Live",1.7K,4.2K,18K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 12, 2024",2024-08-12T17:42:18.000Z,"Our sister in the movement, 
@IlhanMN
, must be safeguarded from the undemocratic pressures exerted by lobbying groups representing a foreign government.",13,34,127
"Velena Jones
@velenajones
·
Aug 12, 2024",2024-08-12T15:17:02.000Z,"Big announcement from the Oakland Roots coming today. According, to the city of Oakland, The Roots will play their next season at the Coliseum. This will help keep coliseum workers employed after the A’s leave. Press conference will happen later this morning. 
@nbcbayarea",14,123,662
"The Madwoman in the Classroom
@heymrsbond
·
Aug 10, 2024",2024-08-10T12:14:01.000Z,"Let’s clear this up:

People critical of Kamala Harris aren’t telling you not to vote for her.

We’re asking that you help hold her accountable for folks who are routinely and systemically left behind by both parties.",85,552,2.2K
"Eman Abdelhadi
@emanabdelhadi
·
Aug 10, 2024",2024-08-10T15:55:58.000Z,My community was harassed regularly by the FBI growing up. They showed up at our mosque and to our homes. They played our phone calls back to us with questions.  Being harassed by the state was part of why abolition made intuitive sense to me even as a teenager.,29,624,3K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 10, 2024",2024-08-10T01:01:55.000Z,"And so the “tough on crime” messaging begins! 

At least now we know that Donald Trump and Kamala Harris are on the same page when it comes to the border.",76,36,144
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 11, 2024",2024-08-11T03:01:04.000Z,No other Democratic nominee has taken a position this tough on border security since Bill Clinton.,14,4,20
"Jo |
@vibewithjo
·
Aug 9, 2024",2024-08-09T18:42:49.000Z,"Black Americans in your 30s and 40s, it’s time for YOU to start helping and/or heading your fams FAMILY REUNIONS!!!! (I’m talking to myself too).",77,486,1.3K
"Qasim Rashid, Esq.
@QasimRashid
·
Aug 10, 2024",2024-08-10T19:52:01.000Z,"Olympics are stripping Jordan Chiles of her bronze b/c the judges messed up, she corrected them, they agreed—but b/c she didn't correct them fast enough, she loses her bronze.

Anyway here's an unrelated study on how Black people need to be twice as good:",18,674,1.6K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 10, 2024",2024-08-09T23:01:31.000Z,"Less than 10 hours after we launched our campaign amplifying Sonya Massey’s family’s demands, 
@Sang_Sheriff
 Jack Campbell has resigned.

We will continue uplifting the Massey family’s demands for accountability.

#BlackLivesMatter",9,46,157
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 8, 2024",2024-08-08T00:17:59.000Z,"We love you to the moon and back, 
@CoriBush
.",8,14,88
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 7, 2024",2024-08-07T18:43:27.000Z,"We are working to create a world where liberation champions like our dear sister Cori Bush—a believer in Black life—can lead our movements in the halls of power with sustained support.

We envision a world where Black politicians remain unwavering, free from the influence of",9,5,41
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 6, 2024",2024-08-06T05:50:24.000Z,St. Louis is not for sale.,193,99,536
"BlackHistoryStudies
@BlkHistStudies
·
Aug 5, 2024",2024-08-05T07:10:13.000Z,"August 5th is the one year anniversary of #FadeInTheWater      

#Montgomery #Riverboat #August5th #BlackAmerica #FadeInTheWater #foldingchair",352,6.7K,22K
"Artists of Colour
@artistsofcolour
·
Aug 6, 2024",2024-08-06T03:58:01.000Z,"FUTURE TENNIS, Sheena Rose, 2024",,62,270
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 6, 2024",2024-08-06T01:57:25.000Z,"We're sick to our stomachs about 
@AIPAC
 spending $8 million to try and oust the first Black Lives Matter activist member of Congress, Cori Bush.

St. Louis, make sure to vote tomorrow!",126,257,994
"Dr. Lucky Tran
@luckytran
·
Aug 6, 2024",2024-08-05T23:41:05.000Z,"It's official: Mask ban in Nassau County, New York passes along party lines, 12-0 (7 abstentions). It makes wearing a mask a misdemeanor (with unclear health and religious exceptions) and gives police the power to fine people wearing a mask $1,000 and sentence them to jail time.",2.9K,10K,15K
"NYCLU (Find us on Bluesky)
@NYCLU
·
Aug 6, 2024",2024-08-06T00:13:08.000Z,"BREAKING: The Nassau County legislature has passed a mask ban.

Here's what you need to know about the bill and your rights:",129,1.7K,3.7K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 6, 2024",2024-08-06T00:11:07.000Z,"Thank you, 
@thomaschattwill
, for taking our concerns seriously. Read his latest:

IDENTITY POLITICS LOSES ITS POWER:

Black Lives Matter’s statement on Kamala Harris signals a major shift. Will the Democratic Party take note?",16,18,75
"Black Lives Matter (BLM)
@Blklivesmatter
·
Aug 3, 2024",2024-08-03T14:57:06.000Z,#WhenITurnedBlack ,23,27,100
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 31, 2024",2024-07-30T23:23:28.000Z,"We are deeply sorry for your loss. May his memory be a blessing to all who knew and loved him. 

Our prayers are with you during this difficult time.",9,5,68
"New York City Council
@NYCCouncil
·
Jul 30, 2024",2024-07-30T20:05:17.000Z,"Mayor Adams and his administration today continued to argue that solitary confinement has not occurred in New York City jails since 2019.  
 
That is in stark contrast to reality.

New Yorkers like Brandon Rodriguez, Elijah Muhammad and Erick Tavira have lost their lives and",20,44,82
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 31, 2024",2024-07-30T23:16:14.000Z,This is horrifying and deserves our attention.,1,6,20
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 30, 2024",2024-07-30T13:03:26.000Z,ALL POWER TO THE PEOPLE,13,18,63
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 30, 2024",2024-07-30T06:18:15.000Z,Don’t unwittingly become a puppet for Russia’s misinformation and disinformation propaganda in this election cycle.,23,9,53
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 29, 2024",2024-07-29T17:12:55.000Z,"Black women in the UK are four times more likely to die during childbirth than white women. 

For non-English speakers, the risk is 25 times higher. 

Addressing this systemic issue requires policy interventions (like increased NHS funding), better cross-service collaboration,",15,10,46
"Isaiah Martin
@isaiahrmartin
·
Jul 29, 2024",2024-07-29T15:00:33.000Z,"Rest easy Congresswoman, we love you ",881,2.5K,21K
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 29, 2024",2024-07-29T13:45:14.000Z,"Thank you for this acknowledgment. 

Abolition is about courageous conversations, even with people or about ideas we don’t see eye to eye on.  https://x.com/DadDuty1/statu/DadDuty1/status/1817911163633508673…",7,4,41
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 29, 2024",2024-07-29T13:22:34.000Z,"Reminder:

The Israeli Defense Forces (IDF) train American police officers.

The Department of Justice funnels hundreds of millions in taxpayer dollars into police training programs every year, including collaborations with the IDF.

This is why police officers treat us like",32,138,230
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 29, 2024",2024-07-29T12:07:37.000Z,"Let’s see if we have this correct:

A leader of another country—
@netanyahu
—was invited to our Capitol, called our #FreePalestine protesters (our own citizens) ‘useful idiots,’ and received a standing ovation from our members of Congress—the ones we put in power.

Make it make",32,24,107
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 29, 2024",2024-07-29T11:45:03.000Z,"In NYC, a law banning the use of solitary confinement was supposed to go into effect yesterday. 

But 
@NYCMayor
 decided to bypass this through undemocratic maneuvers, suspending crucial parts of the law under an ‘emergency order.’ 

This is not okay.",4,33,49
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 28, 2024",2024-07-28T03:16:54.000Z,not if we have anything to do about it,87,51,144
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 28, 2024",2024-07-28T02:47:09.000Z,Sunday night ,7,14,173
"deray
@deray
·
Jul 28, 2024",2024-07-27T23:25:08.000Z,Be kind. You never know what people are going thru. Every day matters. It all matters.,7,123,554
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 27, 2024",2024-07-27T05:52:27.000Z,"A of #JusticeForSonya Rallies (thanks to our family @ Until Freedom for compiling) 

RT and spread the word.",15,51,74
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 27, 2024",2024-07-27T06:05:10.000Z,"Cleveland, Ohio",4,3,30
"Black Lives Matter (BLM)
@Blklivesmatter
·
Jul 27, 2024",2024-07-27T06:06:10.000Z,"St. Louis, MO",4,8,43
